Entry	Entry Name	Gene Names	Protein names	Organism	EC number	KEGG	GeneID
P06612	TOP1_ECOLI	topA supX b1274 JW1266	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	Escherichia coli (strain K12)	5.6.2.1	ecj:JW1266;eco:b1274;ecoc:C3026_07470;	945862;
P06616	ERA_ECOLI	era rbaA sdgE b2566 JW2550	GTPase Era (ERA) (GTP-binding protein Era)	Escherichia coli (strain K12)		ecj:JW2550;eco:b2566;ecoc:C3026_14215;	75172680;947036;
P06709	BIRA_ECOLI	birA bioR dhbB b3973 JW3941	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	Escherichia coli (strain K12)	6.3.4.15	ecj:JW3941;eco:b3973;ecoc:C3026_21465;	948469;
P06710	DPO3X_ECOLI	dnaX dnaZ dnaZX b0470 JW0459	DNA polymerase III subunit tau (EC 2.7.7.7) (DNA polymerase III subunit gamma)	Escherichia coli (strain K12)	2.7.7.7	ecj:JW0459;eco:b0470;ecoc:C3026_02310;	945105;
P06715	GSHR_ECOLI	gor b3500 JW3467	Glutathione reductase (GR) (GRase) (EC 1.8.1.7)	Escherichia coli (strain K12)	1.8.1.7	ecj:JW3467;eco:b3500;	948014;
P06721	METC_ECOLI	metC b3008 JW2975	Cystathionine beta-lyase MetC (CBL) (CL) (EC 4.4.1.13) (Beta-cystathionase MetC) (Cysteine desulfhydrase MetC) (CD) (EC 4.4.1.28) (Cysteine lyase MetC) (Cysteine-S-conjugate beta-lyase MetC)	Escherichia coli (strain K12)	4.4.1.13; 4.4.1.28	ecj:JW2975;eco:b3008;ecoc:C3026_16440;	946240;
P06722	MUTH_ECOLI	mutH mutR prv b2831 JW2799	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	Escherichia coli (strain K12)		ecj:JW2799;eco:b2831;ecoc:C3026_15550;	947299;
P06959	ODP2_ECOLI	aceF b0115 JW0111	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2)	Escherichia coli (strain K12)	2.3.1.12	ecj:JW0111;eco:b0115;ecoc:C3026_00480;	944794;
P06960	OTC2_ECOLI	argF b0273 JW0266	Ornithine carbamoyltransferase subunit F (OTCase-2) (EC 2.1.3.3)	Escherichia coli (strain K12)	2.1.3.3	ecj:JW0266;eco:b0273;ecoc:C3026_01325;	944844;
P06961	CCA_ECOLI	cca b3056 JW3028	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	Escherichia coli (strain K12)	2.7.7.72; 3.1.3.-; 3.1.4.-	ecj:JW3028;eco:b3056;ecoc:C3026_16700;	947553;
P06968	DUT_ECOLI	dut dnaS sof b3640 JW3615	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	Escherichia coli (strain K12)	3.6.1.23	ecj:JW3615;eco:b3640;ecoc:C3026_19725;	948607;
P06971	FHUA_ECOLI	fhuA tonA b0150 JW0146	Ferrichrome outer membrane transporter/phage receptor (Ferric hydroxamate receptor) (Ferric hydroxamate uptake) (Ferrichrome-iron receptor)	Escherichia coli (strain K12)		ecj:JW0146;eco:b0150;	75202035;944856;
P06972	FHUB_ECOLI	fhuB b0153 JW0149	Iron(3+)-hydroxamate import system permease protein FhuB (Ferric hydroxamate uptake protein B) (Ferrichrome transport system permease protein FhuB) (Ferrichrome uptake protein FhuB) (Iron(III)-hydroxamate import system permease protein FhuB)	Escherichia coli (strain K12)		ecj:JW0149;eco:b0153;ecoc:C3026_00695;	946890;
P06974	FLIM_ECOLI	fliM cheC2 fla AII fla QII b1945 JW1929	Flagellar motor switch protein FliM	Escherichia coli (strain K12)		ecj:JW1929;eco:b1945;ecoc:C3026_11015;	946442;
P06983	HEM3_ECOLI	hemC popE b3805 JW5932	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	Escherichia coli (strain K12)	2.5.1.61	ecj:JW5932;eco:b3805;ecoc:C3026_20600;	947759;
P06988	HISX_ECOLI	hisD b2020 JW2002	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	Escherichia coli (strain K12)	1.1.1.23	ecj:JW2002;eco:b2020;ecoc:C3026_11390;	946531;
P06992	RSMA_ECOLI	rsmA ksgA b0051 JW0050	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	Escherichia coli (strain K12)	2.1.1.182	ecj:JW0050;eco:b0051;ecoc:C3026_00265;	93777384;944939;
P06993	MALT_ECOLI	malT malA b3418 JW3381	HTH-type transcriptional regulator MalT (ATP-dependent transcriptional activator MalT)	Escherichia coli (strain K12)		ecj:JW3381;eco:b3418;ecoc:C3026_18540;	947921;
P06996	OMPC_ECOLI	ompC meoA par b2215 JW2203	Outer membrane porin C (Outer membrane protein 1B) (Outer membrane protein C) (Porin OmpC)	Escherichia coli (strain K12)		ecj:JW2203;eco:b2215;ecoc:C3026_12375;	946716;
P06999	PFKB_ECOLI	pfkB b1723 JW5280	ATP-dependent 6-phosphofructokinase isozyme 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (6-phosphofructokinase isozyme II) (Phosphohexokinase 2)	Escherichia coli (strain K12)	2.7.1.11	ecj:JW5280;eco:b1723;ecoc:C3026_09855;	946230;
P07001	PNTA_ECOLI	pntA b1603 JW1595	NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit alpha) (Pyridine nucleotide transhydrogenase subunit alpha)	Escherichia coli (strain K12)	7.1.1.1	ecj:JW1595;eco:b1603;ecoc:C3026_09230;	946628;
P07003	POXB_ECOLI	poxB b0871 JW0855	Pyruvate dehydrogenase [ubiquinone] (EC 1.2.5.1) (Pyruvate oxidase) (POX) (Pyruvate:ubiquinone-8 oxidoreductase)	Escherichia coli (strain K12)	1.2.5.1	ecj:JW0855;eco:b0871;ecoc:C3026_05415;	946132;
P07004	PROA_ECOLI	proA b0243 JW0233	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	Escherichia coli (strain K12)	1.2.1.41	ecj:JW0233;eco:b0243;ecoc:C3026_01155;ecoc:C3026_23890;	93777150;946680;
P07012	RF2_ECOLI	prfB supK b2891 JW5847	Peptide chain release factor RF2 (RF-2)	Escherichia coli (strain K12)		ecj:JW5847;eco:b2891;	947369;
P07013	PRIB_ECOLI	priB b4201 JW4159	Replication restart protein PriB (Primosomal replication protein n)	Escherichia coli (strain K12)		ecj:JW4159;eco:b4201;	948722;
P07014	SDHB_ECOLI	sdhB b0724 JW0714	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	Escherichia coli (strain K12)	1.3.5.1	ecj:JW0714;eco:b0724;ecoc:C3026_03625;	945300;
P07017	MCP2_ECOLI	tar cheM b1886 JW1875	Methyl-accepting chemotaxis protein II (MCP-II) (Aspartate chemoreceptor protein)	Escherichia coli (strain K12)		ecj:JW1875;eco:b1886;ecoc:C3026_10725;	946399;
P07024	USHA_ECOLI	ushA b0480 JW0469	Protein UshA [Includes: UDP-sugar hydrolase (EC 3.6.1.45) (UDP-sugar diphosphatase) (UDP-sugar pyrophosphatase); 5'-nucleotidase (5'-NT) (EC 3.1.3.5)]	Escherichia coli (strain K12)	3.1.3.5; 3.6.1.45	ecj:JW0469;eco:b0480;ecoc:C3026_02360;	947331;
P07102	PPA_ECOLI	appA b0980 JW0963	Phytase AppA (EC 3.1.3.-) (6-phytase) (Histidine acid phosphatase phytase) (HAP phytase) (Myo-inositol hexakisphosphate phosphohydrolase) (Phosphoanhydride phosphatase) (EC 3.6.1.-) (pH 2.5 acid phosphatase) (Acid phosphatase) (EC 3.1.3.-)	Escherichia coli (strain K12)	3.1.3.-; 3.6.1.-	ecj:JW0963;eco:b0980;ecoc:C3026_05980;	93776432;946206;
P07117	PUTP_ECOLI	putP b1015 JW1001	Sodium/proline symporter (Proline carrier) (Proline permease) (Propionate transporter)	Escherichia coli (strain K12)		ecj:JW1001;eco:b1015;ecoc:C3026_06175;	945602;
P07118	SYV_ECOLI	valS b4258 JW4215	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	Escherichia coli (strain K12)	6.1.1.9	ecj:JW4215;eco:b4258;ecoc:C3026_22970;	948785;
P07330	CHEB_ECOLI	cheB b1883 JW1872	Protein-glutamate methylesterase/protein-glutamine glutaminase (EC 3.1.1.61) (EC 3.5.1.44) (Chemotaxis response regulator protein-glutamate methylesterase/glutamine deamidase) (Methyl-accepting chemotaxis proteins-specific methylesterase/deamidase) (MCP-specific methylesterase/deamidase)	Escherichia coli (strain K12)	3.1.1.61; 3.5.1.44	ecj:JW1872;eco:b1883;ecoc:C3026_10710;	946394;
P07363	CHEA_ECOLI	cheA b1888 JW1877	Chemotaxis protein CheA (EC 2.7.13.3)	Escherichia coli (strain K12)	2.7.13.3	ecj:JW1877;	946401;
P07395	SYFB_ECOLI	pheT b1713 JW1703	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	Escherichia coli (strain K12)	6.1.1.20	ecj:JW1703;eco:b1713;ecoc:C3026_09805;	945382;
P07464	THGA_ECOLI	lacA b0342 JW0333	Galactoside O-acetyltransferase (GAT) (EC 2.3.1.18) (Acetyl-CoA:galactoside 6-O-acetyltransferase) (Thiogalactoside acetyltransferase) (Thiogalactoside transacetylase)	Escherichia coli (strain K12)	2.3.1.18	ecj:JW0333;eco:b0342;	945674;
P07604	TYRR_ECOLI	tyrR b1323 JW1316	HTH-type transcriptional regulatory protein TyrR	Escherichia coli (strain K12)		ecj:JW1316;eco:b1323;ecoc:C3026_07745;	75171448;945879;
P07623	METAS_ECOLI	metAS metA b4013 JW3973	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	Escherichia coli (strain K12)	2.3.1.46	ecj:JW3973;eco:b4013;ecoc:C3026_21680;	948513;
P07639	AROB_ECOLI	aroB b3389 JW3352	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Escherichia coli (strain K12)	4.2.3.4	ecj:JW3352;eco:b3389;ecoc:C3026_18390;	947927;
P07648	RECC_ECOLI	recC b2822 JW2790	RecBCD enzyme subunit RecC (Exodeoxyribonuclease V 125 kDa polypeptide) (Exodeoxyribonuclease V gamma chain) (Exonuclease V subunit RecC) (ExoV subunit RecC) (Helicase/nuclease RecBCD subunit RecC)	Escherichia coli (strain K12)		ecj:JW2790;eco:b2822;ecoc:C3026_15495;	75203786;947294;
P07649	TRUA_ECOLI	truA asuC hisT leuK b2318 JW2315	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (PSU-I) (tRNA-uridine isomerase I)	Escherichia coli (strain K12)	5.4.99.12	ecj:JW2315;eco:b2318;ecoc:C3026_12920;	946793;
P07658	FDHF_ECOLI	fdhF b4079 JW4040	Formate dehydrogenase H (EC 1.17.98.4) (Formate dehydrogenase-H subunit alpha) (FDH-H) (Formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide)	Escherichia coli (strain K12)	1.17.98.4	ecj:JW4040;eco:b4079;	75169602;75203235;948584;
P07821	FHUC_ECOLI	fhuC b0151 JW0147	Iron(3+)-hydroxamate import ATP-binding protein FhuC (EC 7.2.2.16) (Ferric hydroxamate uptake protein C) (Ferrichrome transport ATP-binding protein FhuC) (Iron(III)-hydroxamate import ATP-binding protein FhuC)	Escherichia coli (strain K12)	7.2.2.16	ecj:JW0147;eco:b0151;ecoc:C3026_00685;	945250;
P07822	FHUD_ECOLI	fhuD b0152 JW0148	Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding periplasmic protein) (Iron(III)-hydroxamate-binding protein FhuD)	Escherichia coli (strain K12)		ecj:JW0148;eco:b0152;ecoc:C3026_00690;	75170052;947510;
P07862	DDLB_ECOLI	ddlB ddl b0092 JW0090	D-alanine--D-alanine ligase B (EC 6.3.2.4) (D-Ala-D-Ala ligase B) (D-alanylalanine synthetase B)	Escherichia coli (strain K12)	6.3.2.4	ecj:JW0090;eco:b0092;ecoc:C3026_00365;	93777342;946324;
P07913	TDH_ECOLI	tdh b3616 JW3591	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103) (L-threonine dehydrogenase)	Escherichia coli (strain K12)	1.1.1.103	ecj:JW3591;eco:b3616;ecoc:C3026_19605;	948139;
P08142	ILVB_ECOLI	ilvB b3671 JW3646	Acetolactate synthase isozyme 1 large subunit (AHAS-I) (EC 2.2.1.6) (Acetohydroxy-acid synthase I large subunit) (ALS-I)	Escherichia coli (strain K12)	2.2.1.6	ecj:JW3646;eco:b3671;ecoc:C3026_19895;	948182;
P08179	PUR3_ECOLI	purN b2500 JW2485	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	Escherichia coli (strain K12)	2.1.2.2	ecj:JW2485;eco:b2500;ecoc:C3026_13865;	946973;
P08191	FIMH_ECOLI	fimH b4320 JW4283	Type 1 fimbrin D-mannose specific adhesin (Protein FimH)	Escherichia coli (strain K12)		ecj:JW4283;eco:b4320;ecoc:C3026_23335;	948847;
P08192	FOLC_ECOLI	folC dedC b2315 JW2312	Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	Escherichia coli (strain K12)	6.3.2.12; 6.3.2.17	ecj:JW2312;eco:b2315;ecoc:C3026_12905;	945451;
P08200	IDH_ECOLI	icd icdA icdE b1136 JW1122	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-dependent isocitric dehydrogenase) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	Escherichia coli (strain K12)	1.1.1.42	ecj:JW1122;eco:b1136;	945702;
P08201	NIRB_ECOLI	nirB b3365 JW3328	Nitrite reductase (NADH) large subunit (EC 1.7.1.15)	Escherichia coli (strain K12)	1.7.1.15	ecj:JW3328;eco:b3365;ecoc:C3026_18275;	947868;
P08202	ARAA_ECOLI	araA b0062 JW0061	L-arabinose isomerase (EC 5.3.1.4)	Escherichia coli (strain K12)	5.3.1.4	ecj:JW0061;eco:b0062;	947511;
P08203	ARAD_ECOLI	araD b0061 JW0060	L-ribulose-5-phosphate 4-epimerase AraD (EC 5.1.3.4) (Phosphoribulose isomerase)	Escherichia coli (strain K12)	5.1.3.4	ecj:JW0060;eco:b0061;	945294;
P08244	PYRF_ECOLI	pyrF b1281 JW1273	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	Escherichia coli (strain K12)	4.1.1.23	ecj:JW1273;eco:b1281;ecoc:C3026_07520;	947121;
P08312	SYFA_ECOLI	pheS b1714 JW5277	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	Escherichia coli (strain K12)	6.1.1.20	ecj:JW5277;eco:b1714;ecoc:C3026_09810;	75205640;946223;
P08337	MUTT_ECOLI	mutT b0099 JW0097	8-oxo-dGTP diphosphatase (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	Escherichia coli (strain K12)	3.6.1.55	ecj:JW0097;eco:b0099;ecoc:C3026_00400;	944824;
P08373	MURB_ECOLI	murB yijB b3972 JW3940	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	Escherichia coli (strain K12)	1.3.1.98	ecj:JW3940;eco:b3972;ecoc:C3026_21460;	948470;
P08394	RECB_ECOLI	recB ior rorA b2820 JW2788	RecBCD enzyme subunit RecB (EC 3.1.11.5) (EC 5.6.2.4) (DNA 3'-5' helicase subunit RecB) (Exodeoxyribonuclease V 135 kDa polypeptide) (Exodeoxyribonuclease V beta chain) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	Escherichia coli (strain K12)	3.1.11.5; 5.6.2.4	ecj:JW2788;eco:b2820;ecoc:C3026_15485;	947286;
P08395	SPPA_ECOLI	sppA b1766 JW1755	Protease 4 (EC 3.4.21.-) (Endopeptidase IV) (Protease IV) (Signal peptide peptidase)	Escherichia coli (strain K12)	3.4.21.-	ecj:JW1755;eco:b1766;ecoc:C3026_10085;	946281;
P08506	DACC_ECOLI	dacC b0839 JW0823	D-alanyl-D-alanine carboxypeptidase DacC (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 6) (PBP-6)	Escherichia coli (strain K12)	3.4.16.4	ecj:JW0823;eco:b0839;ecoc:C3026_05250;	945455;
P08622	DNAJ_ECOLI	dnaJ groP b0015 JW0014	Chaperone protein DnaJ (HSP40) (Heat shock protein J)	Escherichia coli (strain K12)		ecj:JW0014;eco:b0015;ecoc:C3026_00075;	944753;
P08660	AK3_ECOLI	lysC apk b4024 JW3984	Lysine-sensitive aspartokinase 3 (EC 2.7.2.4) (Aspartate kinase III) (AKIII) (Lysine-sensitive aspartokinase III)	Escherichia coli (strain K12)	2.7.2.4	ecj:JW3984;eco:b4024;ecoc:C3026_21735;	948531;
P08839	PT1_ECOLI	ptsI b2416 JW2409	Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)	Escherichia coli (strain K12)	2.7.3.9	ecj:JW2409;eco:b2416;ecoc:C3026_13430;	946879;
P08956	T1RK_ECOLI	hsdR hsr b4350 JW4313	Type I restriction enzyme EcoKI endonuclease subunit (EcoKI) (R protein) (EC 3.1.21.3)	Escherichia coli (strain K12)	3.1.21.3	ecj:JW4313;eco:b4350;ecoc:C3026_23500;	948878;
P09029	PURK_ECOLI	purK b0522 JW0511	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	Escherichia coli (strain K12)	6.3.4.18	ecj:JW0511;eco:b0522;ecoc:C3026_02560;	945153;
P09030	EX3_ECOLI	xthA xth b1749 JW1738	Exodeoxyribonuclease III (EXO III) (Exonuclease III) (EC 3.1.11.2) (AP endonuclease VI)	Escherichia coli (strain K12)	3.1.11.2	ecj:JW1738;eco:b1749;ecoc:C3026_09990;	93775963;946254;
P09099	XYLB_ECOLI	xylB b3564 JW3536	Xylulose kinase (XK) (Xylulokinase) (EC 2.7.1.17) (1-deoxy-D-xylulokinase) (EC 2.7.1.-)	Escherichia coli (strain K12)	2.7.1.-; 2.7.1.17	ecj:JW3536;eco:b3564;ecoc:C3026_19325;	948133;
P09147	GALE_ECOLI	galE galD b0759 JW0742	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	Escherichia coli (strain K12)	5.1.3.2	ecj:JW0742;eco:b0759;	945354;
P09148	GAL7_ECOLI	galT galB b0758 JW0741	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	Escherichia coli (strain K12)	2.7.7.12	ecj:JW0741;eco:b0758;ecoc:C3026_03845;	945357;
P09152	NARG_ECOLI	narG bisD narC b1224 JW1215	Respiratory nitrate reductase 1 alpha chain (EC 1.7.5.1) (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha)	Escherichia coli (strain K12)	1.7.5.1	ecj:JW1215;eco:b1224;ecoc:C3026_07200;	945782;
P09158	SPEE_ECOLI	speE b0121 JW0117	Polyamine aminopropyltransferase (Cadaverine aminopropyltransferase) (EC 2.5.1.-) (Putrescine aminopropyltransferase) (PAPT) (Spermidine aminopropyltransferase) (EC 2.5.1.79) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16) (Spermine synthase) (EC 2.5.1.22) (Thermospermine synthase)	Escherichia coli (strain K12)	2.5.1.-; 2.5.1.16; 2.5.1.22; 2.5.1.79	ecj:JW0117;eco:b0121;ecoc:C3026_00510;	75202064;947726;
P09169	OMPT_ECOLI	ompT b0565 JW0554	Protease 7 (EC 3.4.23.49) (Omptin) (Outer membrane protein 3B) (Protease A) (Protease VII)	Escherichia coli (strain K12)	3.4.23.49	ecj:JW0554;eco:b0565;ecoc:C3026_02800;	945185;
P09323	PTW3C_ECOLI	nagE pstN b0679 JW0665	PTS system N-acetylglucosamine-specific EIICBA component (EIICBA-Nag) (EII-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system N-acetylglucosamine-specific EIIB component); N-acetylglucosamine-specific phosphotransferase enzyme IIA component (PTS system N-acetylglucosamine-specific EIIA component)]	Escherichia coli (strain K12)	2.7.1.193	ecj:JW0665;eco:b0679;ecoc:C3026_03375;	945292;
P09348	MOTA_ECOLI	motA flaJ b1890 JW1879	Motility protein A (Chemotaxis protein MotA)	Escherichia coli (strain K12)		ecj:JW1879;eco:b1890;ecoc:C3026_10745;	947564;
P09372	GRPE_ECOLI	grpE b2614 JW2594	Protein GrpE (HSP-70 cofactor) (HSP24) (Heat shock protein B25.3)	Escherichia coli (strain K12)		ecj:JW2594;eco:b2614;ecoc:C3026_14465;	947097;
P09373	PFLB_ECOLI	pflB pfl b0903 JW0886	Formate acetyltransferase 1 (EC 2.3.1.54) (Pyruvate formate-lyase 1)	Escherichia coli (strain K12)	2.3.1.54	ecj:JW0886;eco:b0903;ecoc:C3026_05575;	86863428;93776515;945514;
P09377	RHAS_ECOLI	rhaS rhaC2 b3905 JW3876	HTH-type transcriptional activator RhaS (L-rhamnose operon regulatory protein RhaS)	Escherichia coli (strain K12)		ecj:JW3876;eco:b3905;ecoc:C3026_21115;	75204579;948397;
P09391	GLPG_ECOLI	glpG b3424 JW5687	Rhomboid protease GlpG (EC 3.4.21.105) (Intramembrane serine protease)	Escherichia coli (strain K12)	3.4.21.105	ecj:JW5687;eco:b3424;ecoc:C3026_18565;	86862178;947936;
P09394	GLPQ_ECOLI	glpQ b2239 JW2233	Glycerophosphodiester phosphodiesterase, periplasmic (Glycerophosphoryl diester phosphodiesterase, periplasmic) (EC 3.1.4.46)	Escherichia coli (strain K12)	3.1.4.46	ecj:JW2233;eco:b2239;ecoc:C3026_12510;	946725;
P09546	PUTA_ECOLI	putA poaA b1014 JW0999	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	Escherichia coli (strain K12)	1.2.1.88; 1.5.5.2	ecj:JW0999;eco:b1014;ecoc:C3026_06165;	945600;
P09831	GLTB_ECOLI	gltB aspB b3212 JW3179	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (Glutamate synthase subunit alpha) (GLTS alpha chain) (NADPH-GOGAT)	Escherichia coli (strain K12)	1.4.1.13	ecj:JW3179;eco:b3212;ecoc:C3026_17475;	947724;
P09832	GLTD_ECOLI	gltD aspB b3213 JW3180	Glutamate synthase [NADPH] small chain (EC 1.4.1.13) (Glutamate synthase subunit beta) (GLTS beta chain) (NADPH-GOGAT)	Escherichia coli (strain K12)	1.4.1.13	ecj:JW3180;eco:b3213;ecoc:C3026_17480;	947723;
P09835	UHPB_ECOLI	uhpB b3668 JW3643	Signal transduction histidine-protein kinase/phosphatase UhpB (EC 2.7.13.3) (EC 3.1.3.-)	Escherichia coli (strain K12)	2.7.13.3; 3.1.3.-	ecj:JW3643;eco:b3668;ecoc:C3026_19880;	75205382;948195;
P09980	REP_ECOLI	rep b3778 JW5604	ATP-dependent DNA helicase Rep (EC 5.6.2.4) (DNA 3'-5' helicase Rep)	Escherichia coli (strain K12)	5.6.2.4	ecj:JW5604;eco:b3778;ecoc:C3026_20455;	948292;
P0A698	UVRA_ECOLI	uvrA dinE b4058 JW4019	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	Escherichia coli (strain K12)		ecj:JW4019;eco:b4058;ecoc:C3026_21930;	93777773;948559;
P0A6A0	UBIB_ECOLI	ubiB aarF yigQ yigR yigS b3835 JW3812	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	Escherichia coli (strain K12)	2.7.-.-	ecj:JW3812;eco:b3835;ecoc:C3026_20750;	75204829;948322;
P0A6A3	ACKA_ECOLI	ackA ack b2296 JW2293	Acetate kinase (EC 2.7.2.1) (Acetokinase)	Escherichia coli (strain K12)	2.7.2.1	ecj:JW2293;eco:b2296;ecoc:C3026_12810;	93774878;946775;
P0A6A8	ACP_ECOLI	acpP b1094 JW1080	Acyl carrier protein (ACP) (Cytosolic-activating factor) (CAF) (Fatty acid synthase acyl carrier protein)	Escherichia coli (strain K12)		ecj:JW1080;eco:b1094;ecoc:C3026_06615;	944805;98387866;99776460;
P0A6B4	ALR1_ECOLI	alr b4053 JW4013	Alanine racemase, biosynthetic (EC 5.1.1.1)	Escherichia coli (strain K12)	5.1.1.1	ecj:JW4013;eco:b4053;ecoc:C3026_21900;	75204196;948564;
P0A6B7	ISCS_ECOLI	iscS nuvC yfhO yzzO b2530 JW2514	Cysteine desulfurase IscS (EC 2.8.1.7) (NifS protein homolog) (ThiI transpersulfidase) (TusA transpersulfidase)	Escherichia coli (strain K12)	2.8.1.7	ecj:JW2514;eco:b2530;ecoc:C3026_14020;	86860656;93774606;947004;
P0A6C1	END4_ECOLI	nfo b2159 JW2146	Endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	Escherichia coli (strain K12)	3.1.21.2	ecj:JW2146;eco:b2159;ecoc:C3026_12100;	946669;
